,mean_test_score,std_test_score,mean_score_time,std_score_time,params,model
0,0.8337199607855184,0.023099689250983036,0.007541751861572266,0.0004516260534537676,"{'base_estimator': DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=4,
            max_features=None, max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=3,
            min_weight_fraction_leaf=0.0, presort=False, random_state=None,
            splitter='best'), 'base_estimator__criterion': 'gini', 'base_estimator__max_depth': 2, 'base_estimator__min_samples_split': 8, 'learning_rate': 0.23000828183173758, 'n_estimators': 40}",pseudo__ab
1,0.8334947259579766,0.019769833101444523,0.011377811431884766,0.0005558590991564526,"{'base_estimator': DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=4,
            max_features=None, max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=3,
            min_weight_fraction_leaf=0.0, presort=False, random_state=None,
            splitter='best'), 'base_estimator__criterion': 'gini', 'base_estimator__max_depth': 2, 'base_estimator__min_samples_split': 5, 'learning_rate': 0.34073183035578514, 'n_estimators': 68}",pseudo__ab
2,0.8325006821694083,0.025985477460991183,0.011313772201538086,0.0016926646306066064,"{'base_estimator': DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=4,
            max_features=None, max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=3,
            min_weight_fraction_leaf=0.0, presort=False, random_state=None,
            splitter='best'), 'base_estimator__criterion': 'gini', 'base_estimator__max_depth': 2, 'base_estimator__min_samples_split': 6, 'learning_rate': 0.3115458503470387, 'n_estimators': 39}",pseudo__ab
3,0.8301205493852291,0.021701246429191384,0.007428264617919922,0.00010951680029710476,"{'base_estimator': DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=4,
            max_features=None, max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=3,
            min_weight_fraction_leaf=0.0, presort=False, random_state=None,
            splitter='best'), 'base_estimator__criterion': 'gini', 'base_estimator__max_depth': 1, 'base_estimator__min_samples_split': 6, 'learning_rate': 0.5351281115088623, 'n_estimators': 44}",pseudo__ab
4,0.8282326486730314,0.01807962736693115,0.004227542877197265,0.00033005721567200497,"{'base_estimator': DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=4,
            max_features=None, max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=3,
            min_weight_fraction_leaf=0.0, presort=False, random_state=None,
            splitter='best'), 'base_estimator__criterion': 'entropy', 'base_estimator__max_depth': 3, 'base_estimator__min_samples_split': 6, 'learning_rate': 0.33343696657499133, 'n_estimators': 18}",pseudo__ab
5,0.8279506184865328,0.024589755829326234,0.011311817169189452,0.001942139794519356,"{'base_estimator': DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=4,
            max_features=None, max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=3,
            min_weight_fraction_leaf=0.0, presort=False, random_state=None,
            splitter='best'), 'base_estimator__criterion': 'gini', 'base_estimator__max_depth': 1, 'base_estimator__min_samples_split': 9, 'learning_rate': 0.18672026036922937, 'n_estimators': 61}",pseudo__ab
6,0.8270063937906114,0.02236145428575118,0.005545186996459961,0.00032631111250375737,"{'base_estimator': DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=4,
            max_features=None, max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=3,
            min_weight_fraction_leaf=0.0, presort=False, random_state=None,
            splitter='best'), 'base_estimator__criterion': 'gini', 'base_estimator__max_depth': 2, 'base_estimator__min_samples_split': 4, 'learning_rate': 0.5326277213982513, 'n_estimators': 26}",pseudo__ab
7,0.8267729686920383,0.020454891343688896,0.010854053497314452,0.0039003399673061224,"{'base_estimator': DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=4,
            max_features=None, max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=3,
            min_weight_fraction_leaf=0.0, presort=False, random_state=None,
            splitter='best'), 'base_estimator__criterion': 'gini', 'base_estimator__max_depth': 4, 'base_estimator__min_samples_split': 8, 'learning_rate': 0.3283867985912929, 'n_estimators': 17}",pseudo__ab
8,0.8258230181920689,0.01662273154066686,0.007080459594726562,0.00039343344137850807,"{'base_estimator': DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=4,
            max_features=None, max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=3,
            min_weight_fraction_leaf=0.0, presort=False, random_state=None,
            splitter='best'), 'base_estimator__criterion': 'gini', 'base_estimator__max_depth': 2, 'base_estimator__min_samples_split': 6, 'learning_rate': 0.39540342003622253, 'n_estimators': 39}",pseudo__ab
9,0.8250960549947275,0.018841449966210597,0.004719209671020508,0.0001407727474140851,"{'base_estimator': DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=4,
            max_features=None, max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=3,
            min_weight_fraction_leaf=0.0, presort=False, random_state=None,
            splitter='best'), 'base_estimator__criterion': 'entropy', 'base_estimator__max_depth': 3, 'base_estimator__min_samples_split': 4, 'learning_rate': 0.4618926264551538, 'n_estimators': 23}",pseudo__ab
