,mean_test_score,std_test_score,mean_score_time,std_score_time,params,model
0,0.8302292263610315,0.0153922185924634,0.061295175552368165,0.0179493012117766,"{'base_estimator': DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=2,
            max_features=None, max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=4,
            min_weight_fraction_leaf=0.0, presort=False, random_state=None,
            splitter='best'), 'base_estimator__criterion': 'entropy', 'base_estimator__max_depth': 2, 'base_estimator__min_samples_split': 4, 'learning_rate': 0.13747769144622093, 'n_estimators': 71}",ab
1,0.8273638968481375,0.014294500305774217,0.03460674285888672,0.0019298106397327905,"{'base_estimator': DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=2,
            max_features=None, max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=4,
            min_weight_fraction_leaf=0.0, presort=False, random_state=None,
            splitter='best'), 'base_estimator__criterion': 'entropy', 'base_estimator__max_depth': 3, 'base_estimator__min_samples_split': 3, 'learning_rate': 0.1822033505673839, 'n_estimators': 28}",ab
2,0.8273638968481375,0.02065041146954654,0.011320018768310547,0.00026451746145177423,"{'base_estimator': DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=2,
            max_features=None, max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=4,
            min_weight_fraction_leaf=0.0, presort=False, random_state=None,
            splitter='best'), 'base_estimator__criterion': 'entropy', 'base_estimator__max_depth': 2, 'base_estimator__min_samples_split': 6, 'learning_rate': 0.17672523290907127, 'n_estimators': 33}",ab
3,0.8225883476599809,0.013479557247988824,0.02737455368041992,0.008123682470937171,"{'base_estimator': DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=2,
            max_features=None, max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=4,
            min_weight_fraction_leaf=0.0, presort=False, random_state=None,
            splitter='best'), 'base_estimator__criterion': 'entropy', 'base_estimator__max_depth': 3, 'base_estimator__min_samples_split': 3, 'learning_rate': 0.16957590254902244, 'n_estimators': 43}",ab
4,0.8202005730659025,0.01467482066348043,0.043548202514648436,0.012321173105507868,"{'base_estimator': DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=2,
            max_features=None, max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=4,
            min_weight_fraction_leaf=0.0, presort=False, random_state=None,
            splitter='best'), 'base_estimator__criterion': 'entropy', 'base_estimator__max_depth': 10, 'base_estimator__min_samples_split': 7, 'learning_rate': 0.44484334414174137, 'n_estimators': 62}",ab
5,0.8197230181470869,0.01544702355135726,0.0257080078125,0.004324859884833567,"{'base_estimator': DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=2,
            max_features=None, max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=4,
            min_weight_fraction_leaf=0.0, presort=False, random_state=None,
            splitter='best'), 'base_estimator__criterion': 'gini', 'base_estimator__max_depth': 1, 'base_estimator__min_samples_split': 9, 'learning_rate': 0.373685326230927, 'n_estimators': 30}",ab
6,0.8194842406876791,0.01706289612486938,0.011028480529785157,0.00018181816474233532,"{'base_estimator': DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=2,
            max_features=None, max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=4,
            min_weight_fraction_leaf=0.0, presort=False, random_state=None,
            splitter='best'), 'base_estimator__criterion': 'entropy', 'base_estimator__max_depth': 4, 'base_estimator__min_samples_split': 9, 'learning_rate': 0.08573330129051412, 'n_estimators': 36}",ab
7,0.8182903533906399,0.01733635820758725,0.01610908508300781,0.007980377482864,"{'base_estimator': DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=2,
            max_features=None, max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=4,
            min_weight_fraction_leaf=0.0, presort=False, random_state=None,
            splitter='best'), 'base_estimator__criterion': 'gini', 'base_estimator__max_depth': 3, 'base_estimator__min_samples_split': 10, 'learning_rate': 0.11788569498988721, 'n_estimators': 10}",ab
8,0.816857688634193,0.008504893952533517,0.025420284271240233,0.005122451995429393,"{'base_estimator': DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=2,
            max_features=None, max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=4,
            min_weight_fraction_leaf=0.0, presort=False, random_state=None,
            splitter='best'), 'base_estimator__criterion': 'entropy', 'base_estimator__max_depth': 7, 'base_estimator__min_samples_split': 6, 'learning_rate': 0.4034773669380951, 'n_estimators': 61}",ab
9,0.8156638013371538,0.016808661713548344,0.007632589340209961,0.00136669902718036,"{'base_estimator': DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=2,
            max_features=None, max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=4,
            min_weight_fraction_leaf=0.0, presort=False, random_state=None,
            splitter='best'), 'base_estimator__criterion': 'entropy', 'base_estimator__max_depth': 11, 'base_estimator__min_samples_split': 10, 'learning_rate': 0.07635546283225397, 'n_estimators': 18}",ab
10,0.815425023877746,0.017555920815214295,0.020673561096191406,0.00040374366760361315,"{'base_estimator': DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=2,
            max_features=None, max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=4,
            min_weight_fraction_leaf=0.0, presort=False, random_state=None,
            splitter='best'), 'base_estimator__criterion': 'gini', 'base_estimator__max_depth': 1, 'base_estimator__min_samples_split': 4, 'learning_rate': 0.09441120285046876, 'n_estimators': 66}",ab
